timestamp,input_text,predicted_label,predicted_prob,user_label
2025-11-28T14:49:18.261097,New study proves that drinking coffee cures diabetes.,uncertain,0.5000,fake
2025-11-28T15:05:20.859687,duterte is dead in the icc,real,0.5000,fake
2025-11-28T16:03:19.946294,mindanao has no internet,real,1.0000,fake
2025-11-29T13:04:36.646485,"apan recently recounted its islands — and found 7,000 more than anyone realized 🌊.
A new digital survey by the Geospatial Information Authority of Japan identified 14,125 islands, more than double the long-used count of 6,852 from a 1987 Coast Guard report.

The difference isn’t new land. It’s better tech. High-resolution satellite imaging and advanced mapping software can now spot and measure small landmasses that older surveys either missed or lumped together 🛰️.
2025-12-26T10:30:30.487457,"The Philippines asserted its dominance in international beauty pageants this year with all of the country’s bets from major national organizations placing in their respective global tilts.

Although considered by many as an “international pageant powerhouse,” the Philippines was not able to accomplish this in 2024. But 2025 proved to be a redemption year for the country.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:31:33.015685,The Philippines asserted its dominance in international beauty pageants this year with all of the country’s bets from major national organizations placing in their respective global tilts,real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:32:38.591264,"Fourteen countries, including Britain, Canada, Denmark and France, have condemned #Israel’s approval of 19 new ⁠settlements in the occupied West Bank, saying ​the move was illegal and jeopardised the #Gaza ceasefire and “long-term peace and security across the region”.⁠",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T10:33:06.430960,"UNDERPRIVILEGED SH STUDENTS DEPRIVED OF GOVERNMENT ASSISTANCE

Senior high school students enrolled in expensive private schools with annual tuition reaching as high as P317,314 received government vouchers meant to help low-income learners, the Commission on Audit found in its latest report on the Department of Education.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:35:16.324595,Vice President Sara Duterte remains tight-lipped about reports regarding her alleged visit to former lawmaker Arnie Teves Jr.,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T10:35:57.009285,"Independent Commission for Infrastructure (ICI) Commissioner Rossana Fajardo confirmed that she had tendered her courtesy resignation from the body probing flood control anomalies, effective December 31, 2025.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:38:38.605494,"Leyte 1st District Rep. Ferdinand Martin Romualdez hopes the Christmas celebrations will renew people’s hearts and strengthen families, even during difficult times.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T10:39:17.593040,Posible umanong nakatulog ang driver ng bus patungong Sorsogon at ang karelyebo nito kaya nahulog sa bangin ang pampasaherong sasakyan,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T10:39:48.030284,Inaprubahan ng pamahalaan ng Japan ang panukalang national budget na nagkakahalaga ng ¥122.3 trilyon para sa taong 2026.,real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:40:23.558099,"The increased funding for digital agriculture in the 2026 Department of Agriculture (DA) budget will help prevent corruption similar to recent infrastructure scandals, including the controversial flood control projects, according to Sen. Francis Pangilinan.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:42:25.352275,"LOOK: Full house cinema for the ""I'mPerfect"" screening with the cast members and creators personally thanking the moviegoers.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:44:41.214217,"LOOK: Full house cinema for the ""I'mPerfect"" screening with the cast members and creators personally thanking the moviegoers.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:45:34.342118,"California Gov. Gavin Newsom has issued a state of emergency in Los Angeles, Orange, Riverside, San Bernardino, San Diego and Shasta counties as storms slam parts of the state with heavy rain.

More than 41 million people across California, southern Nevada and northwest Arizona were under flood advisories on Wednesday.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:49:21.067704,fuck you,fake,0.5000,model predicts fake (p>=0.2113)
2025-12-26T10:51:44.596570,fuck you mother fucker,fake,0.5000,model predicts fake (p>=0.2113)
2025-12-26T10:52:33.053964,Some idiot said the president is dead but it's bullshit!,fake,0.5000,model predicts fake (p>=0.2113)
2025-12-26T11:10:42.752191,"Some idiot claimed the president is dead, but it's bullshit!",real,0.1000,model predicts real (p<=0.15)
2025-12-26T11:13:41.001415,"Diosdado “Dado” Banatao, a decorated electrical engineer and Silicon Valley pioneer who became one of the most influential Filipinos in global technology, died on Christmas Day after complications from an undisclosed neurological disorder. He was 79.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T11:31:52.706908,fuck you,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T11:32:12.002722,fuck you mother fucker,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T11:36:45.671723,Some idiot said the president is dead but it's bullshit and that guy is a bastard!,real,0.1000,model predicts real (p<=0.15)
2025-12-26T11:37:40.533733,"The Philippine National Police (PNP) reported that one individual was killed by a stray bullet in Tondo, Manila, during a drinking spree on Christmas Eve.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T11:44:42.958882,Some idiot said the president is dead but it's bullshit and that guy is a bastard!,real,0.1000,model predicts real (p<=0.15)
2025-12-26T11:48:06.594911,Some idiot said the president is dead but it's bullshit and that guy is a bastard!,real,0.1000,model predicts real (p<=0.15)
2025-12-26T11:52:25.116313,Some idiot said the president is dead but it's bullshit and that guy is a bastard!,real,0.1000,model predicts real (p<=0.15)
2025-12-26T12:03:55.650902,"The Archdiocese of Palo, Leyte has reported that one of its priests, Rev. Fr. Edwin “Kutz” A. Caintoy, has been missing since Tuesday, December 23, prompting coordination with authorities and an appeal for public assistance.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T12:10:31.591523,"IT’S OFFICIAL… I AM A WIFE!' 💍 🥹

LOOK: “Pinoy Big Brother” alum Joj Agpangan is officially a wife as she revealed she already tied the knot with her non-showbiz fiancé Danny at a ceremony held last September in Texas, United States.

“One of the best Christmas gifts I could ever ask for,” she said. “From Ms. to Mrs. and officially entering my soft life era.” | 📸: Agpangan/Instagram",real,0.1000,model predicts real (p<=0.15)
2025-12-26T12:17:20.566525,"Kris Aquino was all smiles in a new Christmas photo, delighting supporters who have been eagerly waiting for a much-anticipated update on the ""Queen of All Media.""",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T12:18:05.864154,"Vice President Sara Duterte on Monday denied having any ties with her alleged former aide Ramil Madriaga, calling his exposé an attempt to undermine her possible presidential bid in the 2028 elections.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T12:19:29.242552,"Korean actors and celebrity couple Shin Min-ah and Kim Woo-bin officially married on Saturday, AM Entertainment announced on Instagram.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T12:19:59.009130,"Can character assassination be considered a security threat that warrants the immediate take down of posts on social media?

Sen. Robin Padilla raised this query on Monday as the Senate committee on public information and mass media tackled various measures aimed at combatting the spread of fake news in the country.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T12:21:26.973126,"While Sen. Ping Lacson proposed a late but corruption-proof 2026 national budget, Palace Press Officer Claire Castro said that President Ferdinand Marcos Jr. does not want a reenacted budget and that there is still enough time to deliberate on it.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T12:22:35.289835,"Bukod sa paggawa ng paputok, kilala rin ang Bocaue, Bulacan sa engrande nitong pagoda fluvial procession tuwing Hulyo.

Sa kabila ng makulay nitong parada ay nakadikit ang trahedyang nangyari noong 1993.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T12:23:16.021606,"After projecting an image of “unity” when they ran for the nation’s two highest offices, the partnership between President Ferdinand Marcos Jr. and Vice President Sara Duterte has deteriorated beyond repair by the end of 2025.",real,0.1000,model predicts real (p<=0.15)
2025-12-27T02:53:50.952823,"The net trust rating of President Marcos dropped to -3 in November from +7 in September, while Vice President Sara Duterte’s net trust rating slightly increased to +31 from +25, according to a recent commissioned survey conducted by the Social Weather Stations.",real,0.1000,model predicts real (p<=0.15)
2025-12-27T03:28:49.812141,"“May pag-asa pa ba ang Pilipinas? May maaasahan pa ba ang mga Pilipino? Malinaw na oo, may pag-asa. Sapagkat ang pag-asa ay hindi mahahanap sa pangako ng tao o ideolohiya. Ang pag-asa ay manggagaling lamang sa Diyos na hindi niya pababayaan ang kanyang bayan,"" mensahe ni Manila Archbishop Jose Cardinal Advincula.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-27T03:32:32.395494,Muling iginiit ni Davao City Rep. Paolo Duterte na lahat ng proyekto ng DPWH sa Davao City mula 2020 hanggang 2022 ay malinis umano at nakumpleto ng ahensiya.,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-27T03:54:33.868286,"Just like Christmas Day, former President Rodrigo Duterte will likely have to spend New Year’s Day without family visits because of the holiday visitation rules of the International Criminal Court (ICC) in The Hague, Netherlands.",real,0.1000,model predicts real (p<=0.15)
2025-12-27T04:08:09.640176,"Iginiit ni Vice President Sara Duterte na ayaw at hindi niya babatiin si Pangulong Ferdinand Marcos Jr. ngayong Pasko.

Aniya, hindi naman daw magbabago ang ugali niya at ng kanyang dating running mate ""kung Christmas o hindi.""",real,0.1000,model predicts real (p<=0.15)
2025-12-27T05:58:03.842644,President Ferdinand Marcos Jr. has declared special non-working holidays in five more localities in the country for January 2026.,real,0.1000,model predicts real (p<=0.15)
2025-12-27T08:02:26.076083,"Pumanaw na ang ""technopreneur"" na si Dado Banatao sa edad na 79.",real,0.5000
2025-12-27T08:02:33.175484,"Pumanaw na ang ""technopreneur"" na si Dado Banatao sa edad na 79.",real,0.5000
2025-12-27T08:02:35.861438,"Pumanaw na ang ""technopreneur"" na si Dado Banatao sa edad na 79.",real,0.5000
2025-12-27T08:02:40.546365,"Pumanaw na ang ""technopreneur"" na si Dado Banatao sa edad na 79.",real,0.5000
2025-12-27T08:18:24.602782,fhishdoifhds,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-27T08:20:09.334881,rodrigo duterter is arrested,fake,0.8500,authoritative fact-check indicates false
2025-12-27T08:21:05.283659,"Pumanaw na ang ""technopreneur"" na si Dado Banatao sa edad na 79.",real,0.1000,model predicts real (p<=0.15)
2025-12-27T08:22:33.574691,Former Malaysia prime minister Najib Razak was on Friday (Dec 26) found guilty of abusing his power by the Kuala Lumpur High Court in his long-running 1Malaysia Development Berhad (1MDB) case.,real,0.1000,model predicts real (p<=0.15)
2025-12-27T08:24:55.789376,"Paalala ng mga abogado na maging maingat at responsable sa paggamit ng paputok, lalo na't panahon ng pagdiriwang kung kailan mas tumataas ang insidente ng aksidente.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-27T08:25:25.995973,The Philippine Coast Guard (PCG) appeared dismissive of the touted assistance of the Chinese Navy towards a “frightened” Filipino fisherfolk off Zambales coast facing West Philippine Sea tension hotspot Panatag (Scarborough) Shoal.,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-27T08:25:57.095453,"UPDATE: Malacañang on the resignation of Commissioner Rosanna Fajardo from the ICI: ""She has already accomplished her tasks based on her mandate.""",real,0.1000,model predicts real (p<=0.15)
2025-12-27T08:27:25.217603,Former President rodrigo roa duterte found dead in ICC,real,0.1000,model predicts real (p<=0.15)
2025-12-28T04:45:09.900064,duterte is dead,fake,0.8500,authoritative fact-check indicates false
2025-12-28T05:03:37.504924,"Ex-president Duterte is alive, in ICC custody",fake,0.9800,model predicts fake (p>=0.2113)
2025-12-28T05:15:24.891997,Duterte is not free to spend Christmas in PH,fake,0.9800,model predicts fake (p>=0.2113)
2026-01-02T03:30:39.806131,today is holiday,fake,0.8500,model predicts fake (p>=0.2113)
2026-01-02T03:32:15.166759,President Marcos declared War,fake,0.8500,model predicts fake (p>=0.2113)
2026-01-02T03:57:19.328804,13th month pay,fake,0.9800,model predicts fake (p>=0.2113)
2026-01-06T06:36:41.238704,"President Ferdinand Marcos Jr. on Monday signed the P6.793-trillion national budget for 2026 but vetoed seven of 10 unprogrammed appropriations (UAs), or P92.5 billion of UAs totaling P243.4 billion.",real,0.1000,model predicts real (p<=0.15)
2026-01-06T06:37:58.420821,"The DFA highlighted that ""there is no evidence to suggest [the shooters] received training or underwent logistical preparation for their alleged attack"" during their visit to the Philippines, as pointed out by the Australian Federal Police Commissioner.",real,0.1000,model predicts real (p<=0.15)
2026-01-06T06:38:55.275330,"Manila Mayor Isko Moreno announced the suspension of classes in all levels, both public and private, and work in government offices in the city on January 9, 2026, to celebrate the Feast of Jesus Nazareno. (Facebook/Manila PIO)",real,0.1000,model predicts real (p<=0.15)
2026-01-06T06:39:23.751446,"Coco Martin and Julia Montes are returning to the big screen this 2026, more than a decade since their first film team-up in ""A Moment in Time.""",fake,0.8500,model predicts fake (p>=0.2113)
2026-01-06T06:40:03.448803,"MARCOS SIGNS 2026 NATIONAL BUDGET

President Ferdinand Marcos Jr. has signed the P6.793-trillion national budget for 2026 in a ceremony at Malacañang Palace on Monday, Jan. 5.",real,0.1000,model predicts real (p<=0.15)
2026-01-06T06:41:30.470979,"South Korean President Lee Jae Myung began a state visit to China just hours after North Korea fired ballistic missiles. During the trip, Lee is expected to meet Chinese President Xi Jinping to discuss peace on the Korean Peninsula and stronger economic ties.",real,0.1000,model predicts real (p<=0.15)
2026-01-06T06:42:10.154460,"On this day 16 years ago, Andal Ampatuan Jr. pleaded not guilty to the death of over 50 individuals, including journalists, in Maguindanao in what was considered the most gruesome political massacre in the country’s history.",fake,0.8500,model predicts fake (p>=0.2113)
2026-01-06T06:43:09.242442,"Veteran South Korean actor Ahn Sung-ki has died after battling blood cancer, local media reported. He was 74.",fake,0.8500,model predicts fake (p>=0.2113)
2026-01-06T10:16:47.295638,"Bumaba sa P11.6 bilyon ang kabuuang confidential funds sa P6.79-trillion 2026 national budget na nilagdaan ni Pangulong Ferdinand Marcos Jr., bagaman napanatili ang P4.5-bilyong alokasyon para sa Office of the President.",real,0.1000,model predicts real (p<=0.15)
2026-01-06T10:20:43.666265,The International Criminal Court Pre-Trial Chamber I rejected former President Rodrigo Duterte’s appeal for disclosure of communications between the court’s registry and the independent panel of experts assessing whether he is able to stand trial.,fake,0.8500,model predicts fake (p>=0.2113)
2026-01-08T04:08:11.777528,Pinabulaanan ng isang mambabatas ang alegasyong may pondo sa 2026 national budget na gagamitin para sa umano'y impeachment bid ni Vice President Sara Duterte,fake,0.8500,model predicts fake (p>=0.2113)
2026-01-08T04:08:38.663316,Pinabulaanan ng isang mambabatas ang alegasyong may pondo sa 2026 national budget na gagamitin para sa umano'y impeachment bid ni Vice President Sara Duterte.,fake,0.8500,model predicts fake (p>=0.2113)
2026-01-08T04:11:09.505131,"Nilagdaan ni PBBM ang General Appropriations Act (GAA) o Republic Act No. 12314, na naglalaan ng PhP6.793 trilyong national budget para sa Fiscal Year 2026 para sa pagpapalakas ng sektor ng edukasyon, serbisyong pangkalusugan, social security, at paglikha ng trabaho para sa mga Pilipino.",real,0.1000,model predicts real (p<=0.15)
2026-01-08T04:12:02.102595,Sinabi ng NBI na patuloy ang kanilang paghahanap kay dating Ako Bicol representative Zaldy Co at imbestigasyon sa pagkamatay ni dating DPWH undersecretary Maria Catalina Cabral.,real,0.1000,model predicts real (p<=0.15)
2026-01-08T04:13:15.585433,"Nilagdaan ni PBBM ang General Appropriations Act (GAA) o Republic Act No. 12314, na naglalaan ng PhP6.793 trilyong national budget para sa Fiscal Year 2026 para sa pagpapalakas ng sektor ng edukasyon, serbisyong pangkalusugan, social security, at paglikha ng trabaho para sa mga Pilipino.",real,0.1000,model predicts real (p<=0.15)
2026-01-08T04:13:57.027671,"A total of 5,594 out of 11,420 examinees passed the #Bar2025, for a passing rate of 48.98%, as announced by Supreme Court (SC) Associate Justice Amy C. Lazaro-Javier, Chairperson of the 2025 Bar Examinations, during the release of the results at the SC Courtyard in Manila earlier.",real,0.1000,model predicts real (p<=0.15)
2026-01-08T04:14:46.133962,"'THE LAW, AND THE COUNTRY, WILL STILL NEED YOU' ⚖️

Sen. Kiko Pangilinan, chair of the Senate Committee on Justice and Human Rights, tells examinees of the 2025 Bar Examinations who didn’t make the cut that failing the Bar does not define their intelligence or potential, and encourages them to rest, regroup, and try again when they are ready",real,0.1000,model predicts real (p<=0.15)
2026-01-08T04:16:53.308351,"P150.9 bilyon ang nakalaang pondo sa Unprogrammed Appropriations para sa National Budget ngayong taon, o ang 2026 General Appropriations Act (GAA). Pinakamaliit na 'ghost pork' allocation mula 2019 subalit dambuhala pa rin dahil ang UA ay daluyan ng korapsyon.",fake,0.8500,model predicts fake (p>=0.2113)
2026-01-08T04:18:03.079403,US President Donald Trump and Secretary of State Marco Rubio say they want to free up the flow of Venezuelan oil to benefit Venezuelans after US forces abducted President Nicolas Maduro from Caracas.⁠,real,0.1000,model predicts real (p<=0.15)
2026-01-08T04:19:17.590742,"Executive Secretary Ralph Recto encourages new bar passers to always do what is right even when it is difficult, and to let their integrity guide them in their profession, as the Supreme Court announces the 2025 bar examination results on Wednesday, January 7.",fake,0.8500,model predicts fake (p>=0.2113)
2026-01-08T04:19:53.823583,"Executive Secretary Ralph Recto encourages new bar passers to always do what is right even when it is difficult, and to let their integrity guide them in their profession, as the Supreme Court announces the 2025 bar examination results on Wednesday, January 7.",fake,0.8500,model predicts fake (p>=0.2113)
2026-01-08T04:21:12.038911,"President Ferdinand Marcos Jr. signs the Philippines’ P6.79-T national budget for 2026 on Monday, January 5, 2026.",fake,0.8500,model predicts fake (p>=0.2113)
2026-01-08T04:21:33.452436,"The Office of the President will receive about P4.5 billion in confidential and intelligence funds for 2026, the fourth-consecutive year that it got the allocation under President Bongbong Marcos.",real,0.1000,model predicts real (p<=0.15)
2026-01-08T04:27:43.188758,TINGNAN: Nakapwesto na sa Quirino Grandstand pero nakatakip pa ang Andas na gagamitin sa Traslacion 2026.,real,0.1000,model predicts real (p<=0.15)
2026-01-08T04:28:09.558032,TINGNAN: Nakapwesto na sa Quirino Grandstand pero nakatakip pa ang Andas na gagamitin sa Traslacion 2026.,real,0.1000,model predicts real (p<=0.15)
2026-01-08T04:29:12.503828,"The traditional “pahalik” or the kissing and touching of the image of Jesus Nazareno begins at the Quirino Grandstand on Wednesday, January 7.",real,0.1000,model predicts real (p<=0.15)
2026-01-08T05:12:57.284849,"The traditional “pahalik” or the kissing and touching of the image of Jesus Nazareno begins at the Quirino Grandstand on Wednesday, January 7.",real,0.1000,model predicts real (p<=0.15)
2026-01-08T05:14:19.160582,Former President Rodrigo Duterter found dead in ICC,fake,0.9800,model predicts fake (p>=0.2113)
2026-02-22T08:33:12.470528,"Senator Risa Hontiveros on Saturday committed to help in providing livelihood assistance and sufficient medical equipment and infrastructure for the residents of the Pag-asa Island, a part of Kalayaan Island Group, emphasizing that the municipality being part of the Philippines must not be forgotten",fake,0.8500,model predicts fake (p>=0.2113)
2026-02-22T08:33:47.017284,"Manon will take a break from KATSEYE's activities to focus on her health and well-being, her group said in a statement.",real,0.1000,model predicts real (p<=0.15)
2026-02-22T08:38:50.240945,"President Ferdinand Marcos Jr. dismissed speculation that his visit to former Vice President Leni Robredo here was politically motivated, amid talks of possible alliances ahead of the 2028 elections.",real,0.1000,model predicts real (p<=0.15)
2026-02-22T08:43:58.917435,Hamon ko sa kabataan at mga susunod na henerasyon: kailangan natin tumindig. Tayo ang People Power. Tayo ang may kapangyarihan na ayusin ang bayang ito”,real,0.1000,model predicts real (p<=0.15)
2026-03-16T13:42:03.526362,fuel supply is until march 20,real,0.1000,model predicts real (p<=0.15)
2026-03-16T13:44:24.585756,middle east tensions affecting oil markets,real,0.1000,model predicts real (p<=0.15)
2026-03-16T13:47:32.238832,goverment announce that senior high school will bw remove starting next school year,real,0.1000,model predicts real (p<=0.15)
2026-03-16T13:48:49.720006,goverment announce that senior high school will bw remove starting next school year,fake,0.9800,model predicts fake (p>=0.2113)
2026-03-16T13:53:26.783954,si clarissa mae naa daw syay uyab,fake,0.8500,model predicts fake (p>=0.2113)
2026-03-16T13:59:54.286524,there are people died because of immunization vaccine,fake,0.8500,model predicts fake (p>=0.2113)
2026-03-16T14:00:50.523982,there is a kid died because of immunization vaccine,fake,0.8500,model predicts fake (p>=0.2113)
2026-03-16T14:01:48.983203,there is a kid died because of immunization vaccine,fake,0.8500,model predicts fake (p>=0.2113)
2026-03-16T14:03:43.941062,a patient died during the vaccination,fake,0.8500,model predicts fake (p>=0.2113)
2026-03-16T14:05:48.384525,there no supply of oral polio vaccine in zamboanga peninsula,fake,0.8500,model predicts fake (p>=0.2113)
2026-03-16T14:10:01.062917,duterte is in the philippines,fake,0.8500,model predicts fake (p>=0.2113)
2026-03-16T14:11:46.676408,"DOH, health experts push for total vape ban to protect youth",fake,0.8500,model predicts fake (p>=0.2113)
2026-03-16T14:16:30.590568,"DOH, health experts push for total vape ban to protect youth",fake,0.8500,model predicts fake (p>=0.2113)
2026-03-16T14:16:50.771244,"DOH, health experts push for total vape ban to protect youth",fake,0.8500,model predicts fake (p>=0.2113)
2026-03-17T14:48:16.611795,"Senator Risa Hontiveros highlighted that former president Rodrigo Duterte “chose an appropriate option,” especially as the International Criminal Court’s (ICC) role is to provide a venue for victims of the state. She also pressed that due process is being granted to Duterte, opposite of what the resolution claims.",real,0.1000,model predicts real (p<=0.15)
2026-03-17T14:48:46.692792,"Senator Risa Hontiveros highlighted that former president Rodrigo Duterte “chose an appropriate option,” especially as the International Criminal Court’s (ICC) role is to provide a venue for victims of the state. She also pressed that due process is being granted to Duterte, opposite of what the resolution claims.",real,0.1000,model predicts real (p<=0.15)
2026-03-17T14:50:07.086385,"Pitong taon na ang nakalipas mula nang pormal na umatras ang Pilipinas sa International Criminal Court (ICC).

Alamin kung paano nagsimula ang ugnayan ng bansa sa hukuman at papel ng ilang Pinoy rito.",fake,0.8500,model predicts fake (p>=0.2113)
2026-03-17T14:51:09.389822,𝘊𝘦𝘣𝘶’s newest world-class venue is ready to host 𝗔𝗦𝗘𝗔𝗡 𝟮𝟬𝟮𝟲 and put the 𝘗𝘩𝘪𝘭𝘪𝘱𝘱𝘪𝘯𝘦𝘴 on the global stage.,fake,0.8500,model predicts fake (p>=0.2113)
2026-03-17T14:52:53.846551,"LANY is having three shows in the country, including stops in Cebu, Bulacan, and Davao for their ""soft"" world tour in November.",fake,0.8500,model predicts fake (p>=0.2113)
